logFC,AveExpr,t,P.Value,adj.P.Val,B
-4.97891855219943,2.613344565668028,-109.38535537617003,4.205662186898757e-9,1.2887562866857054e-6,12.318476564236054
-5.694396209328321,2.8471981046641606,-109.06006851729201,4.264220257892486e-9,1.2887562866857054e-6,12.305156794166052
-7.700919466409662,3.8504597332048314,-109.05532813108377,4.26508092028699e-9,1.2887562866857054e-6,12.304962270939903
4.54775971657619,5.632320723172255,108.7141481034242,4.327583603688031e-9,1.2912968525454622e-6,12.290930409393223
-2.950728254797118,4.470934623931518,-108.0205345135717,4.458118097431161e-9,1.3138239148614723e-6,12.262211507964025
-1.8336882374435381,3.8389078467407414,-104.93321753429052,5.100591574439676e-9,1.478416169036346e-6,12.131174797129052
-1.4826173722511289,6.3199660749304725,-104.75727633227842,5.140486030330389e-9,1.478416169036346e-6,12.123545653697587
2.4278428613244847,7.723929360901673,103.42550641060545,5.455090680123905e-9,1.5502198764909256e-6,12.065216423735457
-2.402241297281131,2.7142685540279428,-102.26978154520577,5.74724949816975e-9,1.6077147007622128e-6,12.013751691890931
-4.401443150710117,3.9970790087071553,-102.08985262408638,5.794428030455267e-9,1.6077147007622128e-6,12.005667506211417
2.8021370587034538,7.621623710013941,101.84473046080655,5.859460389858512e-9,1.6077147007622128e-6,11.994622712153575
6.193603220048086,3.161758852725829,100.21709754105949,6.314532682031373e-9,1.6949571507753992e-6,11.920351162042
-4.6590298514952035,2.329514925747602,-100.20035353246621,6.319433053454423e-9,1.6949571507753992e-6,11.919578575001918
-2.0875016170956293,7.775352117042236,-99.88665429144785,6.41210171302736e-9,1.7007031110186235e-6,11.905071626394424
3.4554711486297567,8.590745185282714,98.65104236574085,6.793559243050953e-9,1.7820775020974649e-6,11.847324400146185
-3.248761490868567,1.6243807454342836,-98.31559606709926,6.901841132675999e-9,1.7908027138924867e-6,11.83147802542183
4.067481911107765,2.0337409555538817,97.81440822590746,7.067560298423223e-9,1.8024722785343007e-6,11.807665753938092
-4.368062719332064,2.2261894301702503,-97.72439363851043,7.097833948398654e-9,1.8024722785343007e-6,11.803371604716215
5.0470525441918435,6.686286420231056,96.82616848442254,7.408725339958383e-9,1.8616177114752269e-6,11.760228563438613
1.6705130422951306,7.54284814201535,95.03653263239401,8.079000058141962e-9,1.993771388866063e-6,11.67265158286365
-3.173487820672383,1.5867439103361916,-94.97909638649838,8.101706033262457e-9,1.993771388866063e-6,11.669804558845485
2.000726301872623,4.889014492602236,94.46337899962923,8.309095765672373e-9,2.0239431124731144e-6,11.64413838915289
-5.55832840772733,2.779164203863665,-94.1220835816107,8.44989611775373e-9,2.025616169215179e-6,11.62705040743501
5.429358297339537,6.570243615421895,93.83765660969715,8.569455650064665e-9,2.025616169215179e-6,11.612746910560162
-6.466062286673777,3.3054678418462733,-93.34225182125265,8.782648541455558e-9,2.025616169215179e-6,11.587696214036853
2.303920432208412,6.314497139739674,93.29716677945808,8.802368729000262e-9,2.025616169215179e-6,11.585407724907665
-4.975309907677969,2.563809153391365,-93.26536718874453,8.816310229015731e-9,2.025616169215179e-6,11.58379271947231
2.628677359145004,5.428682388964377,93.20032011482638,8.844911686800296e-9,2.025616169215179e-6,11.580486910878118
-2.736621783189512,1.368310891594756,-93.05332648456083,8.9099617849103e-9,2.025616169215179e-6,11.573005213320396
-1.4901141140917193,11.653365490369394,-92.52167790059177,9.150142461657915e-9,2.050752712132257e-6,11.545814781949051
-3.552392697210988,6.302125948801188,-92.09703923695119,9.347649666565877e-9,2.050752712132257e-6,11.523949203360306
3.2747198805112245,1.7258301025155631,92.08515711350317,9.353250374668082e-9,2.050752712132257e-6,11.523335463395522
5.531979861419359,3.227047715140073,92.06202054748123,9.364167635307108e-9,2.050752712132257e-6,11.522140106425653
-3.3913007135181132,2.443949873669708,-91.60900310429405,9.5810825564068e-9,2.0791820154907883e-6,11.498655163736892
-5.1702140592843495,2.8179617051219665,-91.07208486350751,9.846133983291103e-9,2.1174510298661435e-6,11.470623002095138
-2.952868484853358,4.402539335103566,-90.32444373165559,1.0230218019910068e-8,2.1590988694133976e-6,11.431227547999928
2.9575839568526128,9.992063894140465,90.18082856510024,1.0306068119897545e-8,2.1590988694133976e-6,11.423611359565907
-5.237927962572841,2.618963981286421,-90.07723090572462,1.036120759720355e-8,2.1590988694133976e-6,11.418107569152124
4.989912027582324,8.853471472831668,89.84717683516811,1.0484940486565454e-8,2.1590988694133976e-6,11.405856088105757
-4.340182144116,4.612686629401451,-89.83407842669993,1.0492039246447745e-8,2.1590988694133976e-6,11.405157308388901
-2.6349859550607952,6.571702720068064,-89.39969389724355,1.0730800166013769e-8,2.189358382589014e-6,11.38190834044607
-3.534348182514707,2.263202755945296,-89.13201889748512,1.0881218973288641e-8,2.1956460193170677e-6,11.36750883802975
-2.793247509322389,5.233478867378633,-89.01886123787227,1.0945577323896403e-8,2.1956460193170677e-6,11.361404692680019
-4.747055378992966,2.4655632051918817,-87.56078908271908,1.181771889681119e-8,2.350839731548166e-6,11.2818426398217
-4.762296289384806,2.381148144692403,-87.35093910311406,1.1950088079933562e-8,2.3575252277363143e-6,11.270251293953898
-3.966395137426521,9.751155741364043,-87.17229603514993,1.2064194603983117e-8,2.3605277818990242e-6,11.260355463054196
4.5435970263926935,5.700215312203815,86.70283713806228,1.2370428626704572e-8,2.400649553456091e-6,11.234225472490408
2.5909631913365327,11.150609068607483,86.28302260870817,1.2652313181009017e-8,2.400649553456091e-6,11.210704616473212
-2.409354055901214,8.889380195657031,-86.1158508484046,1.2766730134655254e-8,2.400649553456091e-6,11.201297712943497
1.381678739262652,6.9952445316093605,86.0475292575959,1.2813853035310531e-8,2.400649553456091e-6,11.197446473029377
-4.601866369528719,2.3765509238416502,-85.99201985944883,1.2852294783128129e-8,2.400649553456091e-6,11.19431456886176
-3.7937475131876544,3.194583748417691,-85.96270190940392,1.2872654804674275e-8,2.400649553456091e-6,11.192659373721522
-3.023150594941348,5.766785018184554,-85.46715184307197,1.3222796564960388e-8,2.446832378311391e-6,11.1645727330787
-2.4095204705012767,4.494171227474885,-85.0943869649441,1.3493829315946292e-8,2.4777784584688766e-6,11.143308085704035
-1.6832811335763749,8.660939867792433,-84.65803002833403,1.3819728123936425e-8,2.5182498476831024e-6,11.118264680714482
-2.4411786677132827,8.2308036133405,-84.4683332654507,1.3964384599421306e-8,2.5253320058544396e-6,11.10732639516797
-3.26803961416409,6.158094445431582,-84.3027802741909,1.4092135901356786e-8,2.529273504520961e-6,11.09775477802533
-5.910542119989412,3.070962990841099,-83.91578083339785,1.4396353255995166e-8,2.5637038681816375e-6,11.0752867406574
1.929444794078024,6.41703443978274,83.78773150936324,1.449876512104734e-8,2.5637038681816375e-6,11.067823665070549
2.422864965058883,7.252304889207728,83.64889207608017,1.4610808914022752e-8,2.5645192616664494e-6,11.059715386929899
-2.7806512416688065,3.1183298047821797,-83.45684746289837,1.4767529017805904e-8,2.5731071911244142e-6,11.048471813082777
2.9436221385303405,5.678289445880128,82.96998455843175,1.5174086312532713e-8,2.6247870606265824e-6,11.019820574750455
2.052916213335399,5.707671584764545,82.17880908277931,1.5864185449036357e-8,2.692121962109258e-6,10.972806079200872
4.168721926108174,2.248572479520043,82.17585021118002,1.586683706448071e-8,2.692121962109258e-6,10.972629184974718
-3.2815476413088374,2.354827528621999,-82.13701656779016,1.5901688100934414e-8,2.692121962109258e-6,10.970306798718063
-3.5542277190544276,1.812131958588662,-81.74237083470754,1.6261190374272715e-8,2.723556641486084e-6,10.946627144125486
3.2892635603927456,4.644964217223611,81.68361565541991,1.6315554427234302e-8,2.723556641486084e-6,10.94308943107239
-3.433377060359663,3.600346764871816,-81.4094884974786,1.6572132672138762e-8,2.743140308783365e-6,10.926541681908756
-2.739642201265733,2.4945510897961927,-81.31395436435707,1.6662701385513297e-8,2.743140308783365e-6,10.920758334198442
-6.867714658154661,3.5195002560308093,-81.01416224022623,1.695084343649643e-8,2.771462901867166e-6,10.902554474637725
-6.778214744607013,3.476038208382336,-80.36909870315299,1.759164424248476e-8,2.856667617090841e-6,10.86309820725246
-3.078177622340955,6.969007825567216,-79.85413508701735,1.812443070748372e-8,2.909965176406807e-6,10.83131519053596
-3.7773273359762363,1.8886636679881181,-79.81694354873284,1.81636634948102e-8,2.909965176406807e-6,10.829009894896021
1.5176273829582563,6.561728646465124,79.40504076702219,1.860514972661058e-8,2.960823527492807e-6,10.803388729058998
3.5692847937387926,1.784642396869396,79.19945128142169,1.883038067575813e-8,2.9768213053710086e-6,10.790538836590738
2.7359394981472307,1.789777192625592,78.94117117715459,1.9118051268554558e-8,2.9958396867074973e-6,10.77433688844113
2.4108423557381053,9.196532833759992,78.8669652086119,1.920168707076566e-8,2.9958396867074973e-6,10.769669786469866
-6.818469512881968,3.5943733698015765,-78.14184711218151,2.0042807370425846e-8,3.106765290515814e-6,10.723776408288533
-2.8284218458002988,5.127937461154754,-77.71040908730059,2.056453161771416e-8,3.1553362043824694e-6,10.696219998516042
2.168563388547076,5.442865548227435,77.64078710918902,2.0650262329203323e-8,3.1553362043824694e-6,10.691755494344331
-2.961432676137957,2.431350633882862,-77.55805375806516,2.0752703451386523e-8,3.1553362043824694e-6,10.686443808015085
-4.134385210006844,3.029785867059216,-76.53423895720603,2.2072967724242768e-8,3.33483425661645e-6,10.620130096234298
-4.786844128952327,2.7949421709029485,-76.27417201723422,2.2424452664124733e-8,3.366629619781896e-6,10.603111706047809
3.1390151340946293,3.6722818063616636,75.31613229549878,2.3779358139834286e-8,3.5477316134749015e-6,10.53980113664046
-3.3331320978997936,1.8935989015220207,-74.72754181274136,2.4661199826996418e-8,3.6430484657671586e-6,10.500415731610584
-2.843154161371803,1.5648371874740887,-74.68695151132273,2.4723465772455268e-8,3.6430484657671586e-6,10.497685729300155
-3.37439794400146,1.68719897200073,-74.33955688315585,2.526426287390503e-8,3.6512908052749474e-6,10.474246808813202
-2.5176460717954745,2.779342903576039,-74.2903039029161,2.5342094676387655e-8,3.6512908052749474e-6,10.470912911848693
-3.2299288292443444,3.3836391807252735,-74.25084683405058,2.540465681614074e-8,3.6512908052749474e-6,10.46824015604296
-5.962621499706995,2.9813107498534976,-74.11615215460796,2.561964398093448e-8,3.6512908052749474e-6,10.459103160359277
-2.0693431271574236,3.76888587999061,-74.09818073820148,2.5648495173247773e-8,3.6512908052749474e-6,10.45788254830022
-4.563271657097272,2.492170294620467,-74.06792432479862,2.569715786042441e-8,3.6512908052749474e-6,10.455826732224764
-3.1481854810256653,7.59874053616008,-73.96154175145345,2.5869150633046884e-8,3.6539792589435634e-6,10.448590318886286
-1.71726803788192,4.128582665097019,-73.74924815547584,2.6216574191784957e-8,3.6795341573359204e-6,10.434111782987856
2.460704792521563,10.602343272491463,73.66359161152603,2.635835704010902e-8,3.6795341573359204e-6,10.428255657759934
-1.3765097643035258,0.8702315009771482,-73.51165054517239,2.6612156773315922e-8,3.693365083347816e-6,10.417847513473546
-3.311545432597353,1.7861129041115522,-72.70764952050384,2.8005672987160067e-8,3.857980121428936e-6,10.362336173415077
-2.1675244084258836,8.7918723027303,-72.64301326540127,2.812150899118742e-8,3.857980121428936e-6,10.357841281377873
5.415585441091165,2.962085422743105,72.31062599273879,2.872646611617329e-8,3.9083309136196666e-6,10.334650255185675
-1.4016238723508225,7.92404103536516,-72.24623887284424,2.8845474823520898e-8,3.9083309136196666e-6,10.330143051179526
3.1822316020184793,10.061354191171908,72.17400199433246,2.8979706409898243e-8,3.9083309136196666e-6,10.325080593309377
-2.3805761312233926,10.78384102086197,-72.07878904663484,2.9157793993605453e-8,3.910256743940201e-6,10.318398621041293
-4.033468078374892,2.067315534441436,-71.38359153776919,3.0499214631651424e-8,4.067300293140509e-6,10.269286512642395
-3.9785897575003966,2.0409837921646554,-70.73398280609098,3.182102107478706e-8,4.21238417430172e-6,10.222873839425326
-1.4960627129331776,4.9595145328402825,-70.66405704618651,3.1967416808212386e-8,4.21238417430172e-6,10.217847450176233
-3.0756653884922303,1.537832694246115,-70.57204532569129,3.216130051202681e-8,4.21238417430172e-6,10.21122441582363
1.590547533961442,8.772322183351925,70.5099260541571,3.2293004226769505e-8,4.21238417430172e-6,10.206747212256143
-2.152413025894583,1.1948425733635848,-70.39871486070037,3.253043229849015e-8,4.220293203245969e-6,10.198719961442531
1.5200566702517295,4.02423496211404,69.9829178836727,3.3437132691063754e-8,4.314474564693962e-6,10.16857300196488
-1.6275061742023897,4.228129452875203,-69.54055826078769,3.4435702436466955e-8,4.4081427363736264e-6,10.136264859893778
-6.147083034926967,3.1947776013151485,-69.49855530148055,3.453239041941553e-8,4.4081427363736264e-6,10.133184422577045
-4.7098899261113525,2.423521528355923,-68.85258139282149,3.606176656035577e-8,4.497060899849833e-6,10.085529047330592
-1.5011422689703897,6.834843434389353,-68.84372406771604,3.608330239224876e-8,4.497060899849833e-6,10.08487193162863
-2.126720589948178,7.526133075862974,-68.8263788154907,3.6125521182189354e-8,4.497060899849833e-6,10.083584814936088
-4.126117573818657,8.058518761255431,-68.819906550650785,3.6141290217378465e-8,4.497060899849833e-6,10.08310443737793
2.03871979930308,7.3444040999718965,68.74146864149053,3.6333062963194554e-8,4.497060899849833e-6,10.077278439404772
1.2419348932543475,9.175910088089097,68.73077807978537,3.635929595203459e-8,4.497060899849833e-6,10.076483784495284
-3.662214293226945,1.8311071466134723,-68.64502100792613,3.6570565532255196e-8,4.499876133095174e-6,10.07010394999573
-3.3466020276193307,4.23684107383346,-68.263807380718,3.752796695035827e-8,4.59400050806155e-6,10.041629113782825
2.0209188491519026,11.400697615332625,67.93456499465378,3.837945274027092e-8,4.652791073068251e-6,10.016884414971216
-1.0606587947453034,3.513725435768638,-67.89579997483332,3.84812443410978e-8,4.652791073068251e-6,10.013961646062665
-1.8677033503458222,9.877285843681122,-67.79448801632765,3.874882868087789e-8,4.652791073068251e-6,10.006313702826763
-5.426963484983382,3.4380816891335684,-67.77977457033717,3.8787877489027775e-8,4.652791073068251e-6,10.005201876248194
2.9600622270768495,3.9555888993525925,67.6204538515812,3.921378467160247e-8,4.680361269479113e-6,9.993144472199752
-3.7268189949489736,1.9102873011785424,-67.5293714657667,3.945982574784467e-8,4.686296022023881e-6,9.98623627714166
2.3120399611027205,6.173068728862181,67.14838178681359,4.05095509220736e-8,4.787145990400093e-6,9.957220329734444
-3.8832451176963936,9.490053635448788,-66.95938860174556,4.1042859080635085e-8,4.8262763010534e-6,9.942754659470534
-1.59816235309625,0.811866434561635,-66.81756137253554,4.144868301278431e-8,4.8501054519518346e-6,9.931867506472106
-1.5269380392278515,8.44040257137453,-66.68312294815026,4.18378746323449e-8,4.871765391944903e-6,9.92152242124548
-4.240994536140785,2.4516984381867175,-66.41329512001649,4.2632499019907357e-8,4.940196039340818e-6,9.900684904395483
1.4338406890693185,4.4989697155872435,66.16056043615157,4.339347690149357e-8,5.004085445002671e-6,9.88107704893881
1.181729959745713,3.5478932896789503,65.97756704350951,4.395478267949138e-8,5.0444452756833594e-06,9.86682499338135
-2.199031231799174,1.7828409540225696,-65.74397164747577,4.468417974447449e-8,5.103617486508854e-6,9.848564446450471
-3.159675943029278,1.8620731592413706,-65.18376027610215,4.649424550882889e-8,5.2850673073393075e-6,9.804460584219814
1.355306836946724,10.56303618755944,64.95668929101232,4.7253227426025024e-8,5.323850951647362e-6,9.78645758645784
-3.595760231694965,1.8470758459010426,-64.93792340911735,4.731662323049547e-8,5.323850951647362e-6,9.784966474503989
1.9350599775471746,7.601402400101252,64.88248456989945,4.7504513958396724e-8,5.323850951647362e-6,9.780558439555232
1.2622654905421333,6.297509099666482,64.56924464562003,4.858333039544846e-8,5.397587988089856e-6,9.755569399436755
-3.790285596381767,3.8380548872841427,-64.56026411779152,4.861469638638175e-8,5.397587988089856e-6,9.754850885883421
2.483475252419762,7.469389960608926,64.19260103839756,4.9920211190996166e-8,5.516876672871618e-6,9.725334579545141
-1.9978302809740698,4.915960164836567,-63.935384784852985,5.085892200132396e-8,5.5947157930580844e-6,9.704567846954443
5.505811959575519,6.361571546551424,63.602262179515286,5.2106744354725966e-8,5.67983436673434e-6,9.677527953847104
1.486600500438409,4.707543490594797,63.60178135187969,5.210857217187468e-8,5.67983436673434e-6,9.67748880582877
-1.618339266714325,7.049362446859624,-63.07837383117209,5.41453075783685e-8,5.875011987287429e-6,9.634669260714276
-3.9556569188036033,1.9778284594018016,-62.99768674102388,5.446782831764236e-8,5.883264840590229e-6,9.628031697045966
-1.0862582241715972,1.4086954585137317,-62.831408622868075,5.5139865452187245e-8,5.908795161640831e-6,9.614322067655081
-5.560261204291245,2.9962563080423883,-62.81683371887226,5.519925101780007e-8,5.908795161640831e-6,9.613118366098654
-3.4179965869818827,2.461056875104048,-62.69585198903593,5.5695203935192684e-8,5.935268808647253e-6,9.603114328506337
2.0755826181143853,5.176192225664905,62.2124906169757,5.773153521347101e-8,6.124931009247851e-6,9.562921133501476
-2.1908386438885876,2.5501575308854973,-62.0422743488023,5.847009734292467e-8,6.147503287235813e-6,9.548681145105213
-3.0483617889206807,2.1406766318227883,-62.01000848776204,5.861138930228889e-8,6.147503287235813e-6,9.545976760563
-3.1533211323737715,1.7706469205214541,-61.985978853363676,5.8716884482835466e-8,6.147503287235813e-6,9.543961646461923
-1.6632592220541946,8.782365680007876,-61.79437560889432,5.9566370526041544e-8,6.183308931164531e-6,9.527861602513436
2.0158967877017417,11.00685577361309,61.76186646135366,5.971198000677346e-8,6.183308931164531e-6,9.525124215301737
-4.059557461986821,2.02977873099341,-61.73426069361821,5.983596678392219e-8,6.183308931164531e-6,9.522798406929695
-3.92135420452347,3.8647574735583743,-61.61035772438979,6.039632460332525e-8,6.192664114560961e-6,9.51234470935
-1.2425576706554065,3.021642725712467,-61.59958595598248,6.044534115423333e-8,6.192664114560961e-6,9.511434751469661
-4.617001463190247,2.463205998155043,-61.40946721501733,6.131847809205655e-8,6.2366718163743184e-6,9.495344041469117
5.758186354861034,8.188468559534305,61.39243995038781,6.139742268224896e-8,6.2366718163743184e-6,9.493900142350576
-3.344700704305054,8.42897851072205,-61.30637217120191,6.179835925140181e-8,6.250799295297511e-6,9.486594605713652
-4.778354996635045,2.4454285947624435,-61.20780163618228,6.226145379099108e-8,6.27106820018881e-6,9.478213320781364
6.723018114403973,3.479006044673456,61.0161807548938,6.317383503232793e-8,6.3119124652962865e-6,9.461875650002636
-2.0573590041708556,5.643995575950695,-61.0116079326575,6.319580575618166e-8,6.3119124652962865e-6,9.461485049677222
-2.9075344122652362,6.125036720873256,-60.68140397588893,6.480714972202006e-8,6.44588112922642e-6,9.433190592106321
-5.105929869480386,3.9372659767565503,-60.44716322590946,6.598053544524143e-8,6.535358346943395e-6,9.413011728420805
2.194624480372444,7.581776495578368,60.32507603421143,6.660233988093164e-8,6.548368336163861e-6,9.402458872076519
2.5295549279147735,6.35107832701624,60.31372174745075,6.66605297510711e-8,6.548368336163861e-6,9.401476197995706
-1.0136376579048383,4.547236027690778,-59.805647700213036,6.932878208087577e-8,6.756007328027811e-6,9.357286167162059
